bet,goals,how_many,kick_off,live,sport,teams
Bet365,"Over  2.5 (Match Goals) (0-0)                                                                                    @,",4/10,"11 Oct 2019, 12:00",LIVE,Livebet /,Budapest Honved U19 v Illes Akademia Haladas U19
